code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,88.4113210885371,21.59,17.96,9.58,3.07
ABMD,Health Care,163.46663501269566,32.07,30.44,7.35,9.32
ACN,Information Technology,108.23267311053937,26.34,22.22,8.04,2.91
ADBE,Information Technology,132.96019593509334,51.59,37.82,14.2,13.64
AMD,Information Technology,172.00945682523246,152.87,186.12,18.98,7.57
A,Health Care,116.90302327597462,22.32,27.54,4.88,4.64
APD,Materials,102.19060802259783,27.02,52.45,4.25,5.7
ARE,Real Estate,97.41633215035876,50.93,0.0,1.87,11.49
ALXN,Health Care,124.26115552853578,10.08,12.6,2.12,4.88
GOOGL,Communication Services,112.55255249716618,27.23,32.22,4.58,6.17
GOOG,Communication Services,112.70317016079132,27.19,32.16,4.57,6.16
AMZN,Consumer Discretionary,151.60507580494908,80.31,36.06,14.83,3.32
AXP,Financials,85.01911172895805,15.27,8.44,4.28,2.16
ABC,Health Care,100.64270732707854,26.93,10.27,5.58,0.1
AMGN,Health Care,84.29286383728729,18.09,16.62,14.24,6.09
APH,Information Technology,105.05337333153963,28.55,27.14,6.94,4.01
ADI,Information Technology,97.66693626526039,28.55,19.59,3.27,6.47
AOS,Industrials,101.05037204573024,20.83,19.76,4.52,2.6
AAPL,Information Technology,156.8186176615805,22.96,20.53,14.24,4.98
AMAT,Information Technology,95.22011469299898,18.66,17.97,5.95,3.47
APTV,Consumer Discretionary,118.2898238503008,24.61,28.45,6.03,1.7
AJG,Financials,113.67167067658468,26.59,18.15,3.38,2.47
ATO,Utilities,75.07722381469179,24.35,0.0,2.17,4.45
ADSK,Information Technology,137.48481678248217,223.27,33.52,-189.07,10.45
ADP,Information Technology,91.1894436367468,29.36,26.54,13.38,5.0
AZO,Consumer Discretionary,83.07350927692863,18.3,18.14,-15.69,2.48
BAX,Health Care,83.48580973255179,41.75,30.47,5.29,3.78
BDX,Health Care,80.20589431969817,98.66,26.01,3.43,4.23
BBY,Consumer Discretionary,137.33292697475403,12.28,13.3,5.78,0.44
BIIB,Health Care,70.97837789204931,9.43,8.47,3.39,3.91
BA,Industrials,56.85930330879495,0.0,0.0,-21.96,2.4
BMY,Health Care,86.3481957375368,28.21,14.35,2.66,3.92
AVGO,Information Technology,107.60995600262243,43.04,12.42,4.42,5.15
BR,Information Technology,108.63446897954083,33.98,31.27,12.37,3.29
BF.B,Consumer Staples,92.44593510807248,36.44,51.92,15.96,9.16
CPB,Consumer Staples,89.23192794299268,74.4,13.76,10.79,1.67
CAH,Health Care,94.65616466298746,0.0,8.79,14.18,0.1
KMX,Consumer Discretionary,82.67117682685524,18.85,0.0,4.31,0.84
CCL,Consumer Discretionary,38.56736634071901,10.31,428.42,1.2,1.48
CTLT,Health Care,158.99623524048351,67.02,397.32,3.55,3.02
CE,Materials,93.11711375271908,17.61,13.73,4.93,2.38
CMG,Consumer Discretionary,142.48619818889273,67.67,58.97,13.8,4.24
CTAS,Industrials,120.11549600283263,29.87,26.75,8.48,3.84
CSCO,Information Technology,67.19969999608237,18.16,13.49,5.62,3.87
CTXS,Information Technology,102.00013883308672,21.6,20.66,17.04,4.95
CLX,Consumer Staples,115.67791600950568,23.45,23.65,33.65,3.13
CMS,Utilities,85.74504671186224,25.31,0.0,3.41,2.52
CTSH,Information Technology,115.22617816898226,18.54,16.21,3.03,2.04
CMCSA,Communication Services,102.5016172106189,15.47,13.8,2.38,1.85
CMA,Financials,71.53115942635851,8.55,10.1,1.3,2.69
CAG,Consumer Staples,111.77827430986393,16.91,14.32,1.77,1.26
STZ,Consumer Staples,96.76763827563491,43.94,25.4,2.89,4.5
COO,Health Care,94.32221984089152,31.15,34.54,3.94,5.48
CPRT,Industrials,114.86588543986849,28.4,60.84,9.97,9.27
COST,Consumer Staples,113.35222273368888,34.31,38.88,7.88,0.83
CMI,Industrials,112.26622995911836,12.01,10.89,3.08,1.15
DHI,Consumer Discretionary,113.69870811476031,11.06,18.35,1.81,1.08
DRI,Consumer Discretionary,79.24928271890846,23.23,18.51,6.24,1.68
DVA,Health Care,134.5869129841039,13.97,2.23,4.07,1.05
DE,Industrials,113.62456886898254,16.82,13.88,4.68,1.4
DXCM,Health Care,145.38326500047242,202.54,150.11,22.7,13.59
DG,Consumer Discretionary,112.8386793250489,24.85,25.97,6.08,1.52
DLTR,Consumer Discretionary,70.36951161439751,0.0,35.07,4.27,1.12
DOV,Industrials,95.9385186153478,24.5,21.82,5.39,2.33
DOW,Materials,92.9113059633255,0.0,9.61,2.7,0.89
DXC,Information Technology,59.74813157731216,0.0,4.13,1.03,0.49
EBAY,Consumer Discretionary,121.41036073736315,17.03,11.76,9.87,3.58
EW,Health Care,100.91392642714392,47.23,53.32,3.92,11.38
EA,Communication Services,115.037959081767,11.29,18.19,4.32,5.94
EMR,Industrials,93.41480351289235,21.02,17.84,5.32,2.47
EL,Consumer Staples,111.62836994575285,40.46,43.01,16.02,4.77
EXPE,Consumer Discretionary,105.721014443918,28.72,10.05,2.77,1.34
FFIV,Information Technology,108.36607135543017,21.32,14.33,4.4,3.72
FB,Communication Services,114.47314631219496,31.87,27.83,5.79,8.34
FAST,Industrials,117.4767788535215,25.75,33.86,7.65,3.83
FRT,Real Estate,59.72850978462736,26.71,176.23,3.51,9.78
FDX,Industrials,156.67520422514792,747.51,0.0,2.2,0.6
F,Consumer Discretionary,82.62994475356251,457.26,3.66,1.13,0.23
FOXA,Communication Services,68.64156689085334,12.76,11.48,2.15,1.94
FOX,Communication Services,69.32981831794626,12.53,11.27,2.11,1.9
BEN,Financials,87.2005077798276,9.82,0.0,1.13,2.19
GPS,Consumer Discretionary,104.30014761822434,7.53,12.52,1.65,0.37
GD,Industrials,74.69180519443115,14.2,24.82,3.53,1.26
GE,Industrials,83.68940073739661,0.0,14.51,3.25,1.02
GIS,Consumer Staples,101.52291444081874,14.68,12.82,3.85,1.85
GM,Consumer Discretionary,99.10424424160072,7.89,12.02,1.1,0.38
HAL,Energy,67.79260255729479,0.0,18.99,2.62,0.94
HBI,Consumer Discretionary,88.58717786982022,8.46,7.26,4.12,0.74
PEAK,Real Estate,79.40784089947938,324.15,0.0,2.46,12.6
HPE,Information Technology,47.22775818107806,20.25,12.25,1.18,0.73
HOLX,Health Care,119.984818287828,56.75,25.97,6.1,4.16
HD,Consumer Discretionary,100.22132120266916,22.63,22.45,-229.31,2.28
HON,Industrials,105.77094532501421,20.57,20.7,6.58,3.45
HRL,Consumer Staples,104.45494405114535,22.16,32.62,3.6,2.29
HPQ,Information Technology,92.22825005672995,8.06,6.36,-20.3,0.43
HII,Industrials,59.83467925210947,18.47,27.72,6.3,1.14
IDXX,Health Care,164.6531280316201,53.51,75.15,125.51,9.5
INFO,Industrials,118.79164606099089,57.94,25.86,3.4,6.66
ITW,Industrials,100.12307162536803,22.6,21.17,18.49,4.05
INCY,Health Care,85.67919110332812,42.6,30.04,7.26,8.8
INTC,Information Technology,73.37717336728308,12.3,15.34,3.21,3.63
ICE,Financials,108.54385197981576,26.64,21.93,2.93,9.94
INTU,Information Technology,105.90889235653984,42.6,30.87,18.28,9.72
ISRG,Health Care,119.03601518230822,51.18,60.24,8.28,15.76
IQV,Health Care,99.74207124573309,159.29,36.93,4.74,2.79
JKHY,Information Technology,96.67262250547006,39.38,38.08,7.44,6.82
J,Industrials,105.25715435660288,12.44,0.0,1.95,0.94
SJM,Consumer Staples,94.2929000348119,20.52,13.83,1.42,1.49
JCI,Industrials,101.17135100083199,6.25,18.85,1.48,1.41
JNPR,Information Technology,81.38619306916482,23.79,19.76,1.73,1.87
KSU,Industrials,115.7343584586485,28.04,30.27,3.07,5.3
KEYS,Information Technology,89.38954840045557,31.05,21.9,6.3,4.47
KMB,Consumer Staples,86.87102587446064,21.39,26.08,234.99,2.5
KMI,Energy,59.561883732007395,20.18,17.48,1.29,3.32
KLAC,Information Technology,127.2858909337977,24.44,22.86,10.18,5.23
KR,Consumer Staples,114.90186277341937,12.17,11.63,2.19,0.16
LB,Consumer Discretionary,166.46381759933902,12.62,5.65,-3.69,0.35
LRCX,Information Technology,141.04330401252085,21.33,19.17,9.29,4.66
LW,Consumer Staples,75.1530030586033,24.01,26.57,59.97,3.09
LVS,Consumer Discretionary,75.68936566190388,19.35,28.58,7.95,3.8
LEN,Consumer Discretionary,110.47897778142728,10.22,13.43,1.16,0.84
LMT,Industrials,80.46934287145082,17.29,18.48,33.5,1.8
L,Financials,74.23993608571439,17.05,18.84,0.69,1.07
LOW,Consumer Discretionary,124.00734306077734,28.91,35.66,34.14,1.2
MAS,Industrials,99.59241092377695,14.61,19.33,-232.89,2.04
MKC,Consumer Staples,96.38813652074215,31.55,28.72,6.37,4.15
MXIM,Information Technology,126.89549882985602,21.16,22.45,9.38,7.59
MCK,Health Care,109.29767933099059,0.0,8.79,3.79,0.11
MDT,Health Care,81.27074105497965,30.61,22.76,2.8,4.64
MTD,Health Care,123.57371506062937,35.23,39.03,45.48,6.61
MCHP,Information Technology,115.0138156819209,40.73,18.13,4.39,4.96
MU,Information Technology,116.0312370791007,15.43,38.15,1.44,2.61
MSFT,Information Technology,122.59869183643426,27.12,29.62,10.76,8.96
MDLZ,Consumer Staples,93.35891583713696,20.25,25.16,2.83,3.04
MSI,Information Technology,92.36902576195266,32.06,17.58,-39.53,3.53
MSCI,Financials,149.99971732453326,38.79,33.34,-282.52,14.03
NTAP,Information Technology,70.40455780718355,13.24,12.49,22.74,2.3
NFLX,Communication Services,143.74140898990612,78.35,0.0,18.73,7.25
NWSA,Communication Services,111.03976224514614,0.0,27.47,0.81,0.84
NWS,Communication Services,106.96085858570659,0.0,28.19,0.83,0.86
NEE,Utilities,111.88649978218751,30.53,0.0,2.8,5.98
NKE,Consumer Discretionary,124.84211090169639,32.38,44.24,15.44,3.64
NSC,Industrials,107.28982448815485,18.51,22.4,3.22,4.48
NOC,Industrials,77.49458481411517,25.66,18.96,6.44,1.7
NLOK,Information Technology,121.99116039645885,2.55,7.08,1.03,4.81
NVDA,Information Technology,214.97521803808195,51.29,34.05,10.94,12.38
NVR,Consumer Discretionary,92.14488770482501,17.21,17.89,5.91,2.05
ORCL,Information Technology,89.97291455380272,17.45,15.73,10.92,4.89
PH,Industrials,115.87750758260691,19.23,14.45,4.08,1.86
PAYX,Information Technology,96.16154590752616,27.67,24.59,11.54,7.41
PYPL,Information Technology,186.2300425127722,52.26,37.97,7.5,7.23
PM,Consumer Staples,89.3376974242795,17.25,13.43,-12.92,4.16
PFG,Financials,81.6681304154934,10.55,2.74,0.98,0.91
PG,Consumer Staples,98.1892624976168,71.69,23.15,6.52,4.55
PLD,Real Estate,98.59864084652602,35.2,38.68,2.11,17.1
PHM,Consumer Discretionary,96.88945308869734,10.46,10.35,1.9,1.03
PVH,Consumer Discretionary,57.60958585556876,10.16,9.52,1.07,0.67
QRVO,Information Technology,123.04538808169066,40.22,18.55,3.1,4.5
QCOM,Information Technology,152.24107070743293,24.45,14.47,21.8,4.25
RL,Consumer Discretionary,76.82396374477646,13.49,14.72,2.75,1.43
RJF,Financials,93.49188714752982,11.91,16.51,1.76,1.56
RTX,Industrials,42.25658657923719,22.71,31.81,2.84,2.77
REGN,Health Care,110.66974246586709,20.34,21.51,3.73,6.57
