code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,113.59333015262156,17.01,18.53,4.23,2.58
ABT,Health Care,155.1395663514196,20.47,23.95,2.03,2.66
ABBV,Health Care,153.7866497747253,15.32,10.89,13.86,3.35
ABMD,Health Care,896.2801505888498,140.74,61.66,6.63,6.15
ACN,Information Technology,173.80959352940584,13.47,14.75,8.28,1.57
ATVI,Communication Services,200.260065089419,17.79,14.7,1.8,4.03
ADBE,Information Technology,325.80394253469416,99.61,29.52,4.19,7.17
AMD,Information Technology,351.71355292207187,0.0,0.0,5.16,0.55
AAP,Consumer Discretionary,105.81511281805922,20.39,21.61,5.22,1.23
AES,Utilities,87.00494097017844,81.33,11.72,1.08,0.54
AFL,Financials,113.3763690867176,8.31,2.48,1.76,1.1
A,Health Care,136.7565330615175,16.25,12.01,2.16,1.74
APD,Materials,128.28377683411202,18.63,59.12,2.51,1.84
AKAM,Information Technology,95.45736982302188,29.3,28.23,3.2,5.43
ALK,Industrials,131.4998778589272,12.92,11.43,2.25,0.91
ALB,Materials,97.25510496692138,11.39,17.1,2.58,2.0
ARE,Real Estate,156.94891002905356,32.08,0.0,0.92,5.47
ALXN,Health Care,54.02432108008545,105.46,56.7,10.99,17.09
ALGN,Health Care,270.2508252083296,74.21,28.33,7.26,7.1
LNT,Utilities,142.70650285914917,12.66,0.0,1.3,1.38
ALL,Financials,121.91114270215498,9.97,5.59,1.0,0.66
GOOGL,Communication Services,137.0762388359753,29.48,36.65,4.32,7.01
MO,Consumer Staples,117.3873431597402,11.78,12.54,12.89,2.18
AMZN,Consumer Discretionary,277.70606893935815,687.57,91.3,18.78,2.47
AEE,Utilities,158.72048470291008,24.72,26.51,1.06,1.22
AAL,Industrials,97.89905453978625,0.0,0.0,-4.59,0.25
AEP,Utilities,141.65834870782484,11.9,39.35,1.1,1.19
AXP,Financials,83.4008731606084,16.66,11.74,4.44,2.55
AIG,Financials,62.42549840892322,7.12,11.02,0.63,0.94
AMT,Real Estate,160.90700021372123,50.65,31.9,7.69,8.3
AWK,Utilities,177.05086658761488,17.69,0.0,1.37,2.26
AMP,Financials,75.55629320349925,15.02,15.91,2.01,1.8
ABC,Health Care,84.2254405262888,48.49,0.0,6.41,0.15
AME,Industrials,98.01347335006209,23.91,20.68,3.92,3.43
AMGN,Health Care,142.01327904906856,14.35,12.99,3.26,3.91
APH,Information Technology,140.37599811446108,21.27,22.02,4.58,2.93
ADI,Information Technology,141.94391169195833,19.4,16.51,2.72,4.94
ANSS,Information Technology,120.86642171743472,33.67,27.28,3.77,9.63
ANTM,Health Care,226.1179006543418,10.21,10.38,0.99,0.36
AON,Financials,135.29166138914837,21.91,16.05,2.85,2.08
AOS,Industrials,123.86964950014337,26.6,24.83,3.34,2.1
APA,Energy,24.707025180763498,13.56,51.48,0.83,2.09
AAPL,Information Technology,158.86909863291896,12.39,10.1,3.44,2.65
AMAT,Information Technology,147.28223366267778,75.51,45.37,2.69,2.56
APTV,Consumer Discretionary,96.39833251964582,11.95,12.31,4.15,0.97
ADM,Consumer Staples,79.75449238862709,17.31,5.4,1.15,0.26
AJG,Financials,133.89750318822053,18.9,18.31,2.51,1.6
AIZ,Financials,110.31004033767849,9.05,4.53,0.85,0.49
T,Communication Services,78.00075180513737,6.84,9.07,1.33,0.98
ATO,Utilities,170.7363467335339,14.0,0.0,1.3,0.85
ADSK,Information Technology,238.85043036591753,36.94,19.6,4.16,3.99
ADP,Information Technology,152.5982663606261,20.72,19.06,4.65,3.29
AZO,Consumer Discretionary,129.2375361802108,16.05,15.82,-9.04,1.81
AVB,Real Estate,126.87304102852515,33.89,0.0,1.42,8.17
AVY,Materials,146.79204662417797,21.28,24.68,2.81,0.71
BKR,Energy,43.6241738251368,13.56,9.71,0.82,0.67
BLL,Materials,136.85266350637949,17.86,15.79,4.89,0.86
BAC,Financials,124.98568930677128,13.71,1.71,0.63,1.55
BK,Financials,108.74116563520657,17.1,0.0,0.89,2.24
BAX,Health Care,140.09261058603667,9.28,7.45,2.17,1.23
BDX,Health Care,162.81710828142064,20.98,16.02,3.78,2.42
BRK.B,Financials,126.98235608718618,15.03,17.61,0.62,1.61
BBY,Consumer Discretionary,141.1058988337938,0.0,9.46,3.18,0.26
BIO,Health Care,138.52060712501603,46.3,56.1,1.63,1.67
BIIB,Health Care,86.10370903812364,32.95,29.26,7.06,8.86
BLK,Financials,103.46247127521877,15.82,13.08,1.67,4.56
BA,Industrials,198.2117771880781,19.53,14.59,5.81,1.03
BKNG,Consumer Discretionary,109.25764379312236,32.28,27.48,8.75,8.95
BWA,Consumer Discretionary,48.77233718143679,18.71,38.89,3.18,1.58
BXP,Real Estate,96.99903657862241,16.47,0.0,1.73,5.68
BSX,Health Care,216.78560937724552,0.0,17.56,2.43,2.27
BMY,Health Care,81.45476948483474,28.22,24.17,4.71,4.43
AVGO,Information Technology,396.0702289250764,17.3,19.65,3.27,3.78
BR,Information Technology,198.0098400371602,17.12,17.8,4.81,1.72
BF.B,Consumer Staples,127.43817784004214,22.83,30.84,7.6,4.82
CHRW,Industrials,119.23720862277662,18.69,25.3,7.91,0.62
COG,Energy,43.63108611260565,54.18,100.03,6.86,8.79
CDNS,Information Technology,228.6703696687367,25.04,12.8,3.49,2.83
CPB,Consumer Staples,74.26197674821829,28.86,17.55,8.15,1.38
COF,Financials,79.91782453378826,9.67,4.32,0.93,1.64
CAH,Health Care,54.9409599734049,51.74,9.3,2.88,0.2
KMX,Consumer Discretionary,96.75495248196769,22.99,0.0,3.42,0.93
CCL,Consumer Discretionary,140.4236933700887,21.77,30.91,0.95,1.51
CAT,Industrials,120.5346564336177,12.7,7.3,2.23,0.87
CBRE,Real Estate,112.25525800380034,27.98,14.82,4.51,1.21
CE,Materials,130.85465164433657,6.92,19.91,2.8,1.18
CNC,Health Care,288.38336173506286,20.19,10.56,2.62,0.3
CNP,Utilities,111.68484705919248,24.1,22.87,1.72,0.92
CERN,Health Care,69.36826328712287,48.42,114.5,5.94,6.62
CF,Materials,80.1226829135793,7.62,16.94,1.93,2.05
SCHW,Financials,122.94138897783955,30.75,22.04,3.0,5.69
CHTR,Communication Services,153.64145889371682,0.0,37.85,86.93,1.54
CVX,Energy,78.3750986565569,8.28,0.0,1.17,0.78
CMG,Consumer Discretionary,59.757585105405845,50.93,50.68,10.75,5.18
CB,Financials,102.97420071182034,8.1,7.57,1.04,1.58
CHD,Consumer Staples,157.8324267270353,21.5,19.51,3.61,2.64
CI,Health Care,160.33154445395826,16.79,129.45,2.27,0.77
CINF,Financials,128.74068296106492,13.42,8.81,1.13,1.53
CTAS,Industrials,267.1130292091658,19.31,16.67,2.82,1.43
CSCO,Information Technology,175.6122379645157,9.74,7.97,1.63,1.98
C,Financials,77.38730194491929,10.46,2.32,0.68,1.51
CTXS,Information Technology,149.8061065045599,27.18,12.1,2.72,3.18
CLX,Consumer Staples,140.3955652751857,17.97,20.05,63.87,1.84
CME,Financials,219.9487772185318,20.28,14.74,0.94,6.76
CMS,Utilities,160.30046814348705,13.02,60.86,1.64,0.89
KO,Consumer Staples,99.3340398170439,17.34,18.34,4.34,3.18
CTSH,Information Technology,94.30927684922538,23.92,25.29,4.77,3.32
CL,Consumer Staples,75.29665726253783,23.15,20.36,20.03,2.98
CMCSA,Communication Services,105.06787268624518,17.91,21.58,2.34,1.89
CMA,Financials,116.55594216750451,13.7,9.99,1.0,2.75
CAG,Consumer Staples,104.92269511617798,12.94,9.48,1.62,0.63
COP,Energy,75.79677287838183,7.65,6.47,1.32,1.2
ED,Utilities,123.62339826424855,11.64,0.0,0.92,1.0
STZ,Consumer Staples,213.54394882025161,6.88,20.81,2.6,3.36
COO,Health Care,147.65692059883645,21.63,26.94,2.55,4.03
CPRT,Industrials,223.71803567679603,23.7,559.55,4.92,3.86
GLW,Information Technology,140.18824510504263,11.19,12.4,0.99,2.82
COST,Consumer Staples,154.51013810525916,22.72,42.19,4.06,0.44
CCI,Real Estate,129.06958955934277,207.38,27.32,2.79,5.95
CSX,Industrials,174.94853862010578,13.78,25.8,2.45,2.16
CMI,Industrials,80.28169107068068,14.55,15.27,2.73,1.25
CVS,Health Care,74.59019139868337,16.08,19.18,1.88,0.59
DHI,Consumer Discretionary,120.91674471677749,13.7,0.0,1.58,1.13
DHR,Health Care,133.93215142372722,14.81,13.18,1.75,2.09
DRI,Consumer Discretionary,202.46313604151004,14.24,32.48,2.46,0.74
DVA,Health Care,59.87622984236348,21.45,11.17,2.93,1.16
DE,Industrials,137.69977746395932,7.67,8.94,2.54,0.72
DAL,Industrials,145.00337910409763,2.0,10.61,1.79,0.56
XRAY,Health Care,58.31841620313172,21.54,20.95,2.56,2.27
DVN,Energy,28.66294831762583,0.0,0.0,1.07,2.08
DXCM,Health Care,249.45904956586332,0.0,0.0,30.53,15.69
FANG,Energy,129.6330678516384,39.47,0.0,2.81,10.08
DLR,Real Estate,197.85183596495295,17.64,9.55,1.3,3.24
DFS,Financials,85.66936297033546,9.67,7.1,2.09,2.5
DISCA,Communication Services,40.34907289308166,15.22,27.9,1.71,4.02
DISCK,Communication Services,40.586286256873834,28.24,25.87,1.58,3.73
DISH,Communication Services,31.7876455118318,32.91,23.01,26.62,1.91
DG,Consumer Discretionary,148.36424661668403,17.35,27.86,3.3,1.03
DLTR,Consumer Discretionary,106.43466549189068,21.31,35.82,12.67,1.67
D,Utilities,98.92784324226425,16.62,0.0,2.43,2.15
DPZ,Consumer Discretionary,276.8041247552874,26.26,24.37,-2.8,2.08
DOV,Industrials,89.87083566823061,9.66,11.28,1.77,1.36
DTE,Utilities,144.94989736701945,13.9,29.21,1.17,0.95
DUK,Utilities,114.44617671155335,13.44,41.67,0.86,1.57
DRE,Real Estate,155.36372989316115,24.63,6.52,1.24,3.88
EMN,Materials,75.05727611105117,8.98,12.86,2.63,1.12
ETN,Industrials,78.45327592757589,15.47,17.21,1.7,1.3
EBAY,Consumer Discretionary,95.89654162956391,9.62,6.36,1.15,1.72
ECL,Materials,110.402485240637,30.63,32.14,3.92,2.22
EIX,Utilities,105.01340656830745,13.17,0.0,1.02,0.96
EW,Health Care,343.5094019976998,19.23,20.45,4.65,3.68
EA,Communication Services,253.6118256442335,0.0,12.75,3.53,1.95
EMR,Industrials,73.5630822902152,20.09,13.51,3.63,1.63
ENPH,Information Technology,55.00982393164706,0.0,0.0,6.64,1.13
ETR,Utilities,125.99255046657282,11.79,8.11,0.86,0.74
EOG,Energy,79.33766038399094,19.19,40.99,2.74,2.91
EFX,Industrials,105.65996262734242,22.02,16.15,3.3,3.4
EQIX,Real Estate,166.4566085431315,87.18,0.0,3.04,3.61
EQR,Real Estate,127.04507052159144,6.78,2.64,1.19,5.28
ESS,Real Estate,143.8743072620423,29.2,0.0,2.2,7.21
EL,Consumer Staples,135.17917973900865,27.47,31.31,6.97,2.65
EVRG,Utilities,132.21802101972656,12.98,0.0,1.24,1.6
RE,Financials,115.0764977649655,5.25,5.96,0.91,1.17
EXC,Utilities,145.90970175680692,10.59,19.31,0.8,0.73
EXPE,Consumer Discretionary,124.58984760879233,39.55,20.16,3.77,1.92
EXPD,Industrials,121.82474793166263,23.61,23.45,3.9,1.37
EXR,Real Estate,189.02050246572938,21.84,0.0,1.98,7.24
XOM,Energy,59.16909127323089,10.01,29.01,1.77,0.75
FFIV,Information Technology,131.48949928828512,25.96,14.59,4.75,4.7
FB,Communication Services,176.8673908873324,92.63,48.09,8.96,17.45
FAST,Industrials,92.87842683633687,25.76,53.96,6.51,3.48
FRT,Real Estate,98.09606010231357,33.29,220.21,3.71,8.39
FDX,Industrials,126.31324002610165,24.94,28.1,2.3,0.92
FIS,Information Technology,151.514211286653,28.9,19.84,2.11,2.37
FITB,Financials,93.5789053445434,8.4,3.66,0.99,2.12
FE,Utilities,104.15777163282232,25.81,363.23,0.8,0.68
FRC,Financials,127.97630528049788,15.8,13.36,1.57,4.18
FISV,Information Technology,183.49877632644296,24.15,19.57,4.23,3.28
FLT,Information Technology,116.87203796098298,34.77,27.95,7.77,11.06
FLIR,Information Technology,114.35148586876109,22.32,13.0,2.38,2.63
FLS,Industrials,38.14704514943307,20.47,28.46,5.11,2.02
FMC,Materials,76.60004992844766,32.37,55.84,5.74,2.42
F,Consumer Discretionary,47.626965430794364,6.25,11.62,1.65,0.3
FTNT,Information Technology,271.4632788771101,73.58,24.1,5.28,5.23
FBHS,Industrials,64.8206055010697,31.54,35.34,2.63,1.94
BEN,Financials,45.64091971561155,12.49,13.83,2.5,3.39
