code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,125.53735399996467,17.03,16.48,6.86,2.73
ABT,Health Care,101.88296103792614,13.89,32.92,2.8,3.0
ABBV,Health Care,134.50380719039921,15.04,10.97,19.15,3.36
ABMD,Health Care,158.69067477342887,31.79,65.06,11.09,13.2
ACN,Information Technology,109.81245890112947,20.63,18.87,9.92,2.01
ATVI,Communication Services,126.84345800368197,31.19,24.09,3.41,5.9
ADBE,Information Technology,151.67843490408683,73.76,34.55,6.5,9.66
AMD,Information Technology,273.817634627026,0.0,0.0,-5.52,0.56
AAP,Consumer Discretionary,50.81912056182208,23.17,23.35,4.42,1.12
AES,Utilities,93.92948437449496,18.3,0.0,0.85,0.49
AFL,Financials,117.4610389951584,9.01,3.38,1.27,1.1
A,Health Care,140.52831744462088,30.24,28.3,2.87,2.99
APD,Materials,109.47145370617046,17.78,21.73,3.09,3.28
AKAM,Information Technology,94.47074911064558,29.57,27.25,2.99,4.32
ALK,Industrials,71.97981898272445,11.35,11.95,3.87,1.73
ALB,Materials,179.37150333935762,17.31,43.36,1.71,2.03
ARE,Real Estate,117.34039492255715,47.7,0.0,1.33,6.63
ALXN,Health Care,47.927029876374824,250.99,105.9,5.2,15.54
ALGN,Health Care,257.9401370323804,37.2,29.09,6.17,6.34
ALLE,Industrials,93.68581992329757,39.52,27.41,203.07,2.93
LNT,Utilities,111.2846256963961,15.81,0.0,1.54,1.84
ALL,Financials,133.63402870537274,11.24,6.96,1.08,0.65
GOOGL,Communication Services,103.50428543040262,33.94,34.78,4.44,7.72
GOOG,Communication Services,105.4083026803857,33.11,33.93,4.33,7.53
MO,Consumer Staples,100.79389228061709,16.45,15.4,30.07,3.4
AMZN,Consumer Discretionary,132.270580964217,545.07,43.27,23.79,3.0
AEE,Utilities,111.40081833734202,14.59,148.5,1.29,1.51
AAL,Industrials,95.7878891003898,3.58,209.14,4.49,0.69
AEP,Utilities,103.44892754167128,11.63,101.53,1.34,1.45
AXP,Financials,113.04028149648548,12.7,6.84,2.99,1.87
AIG,Financials,76.72738538137885,38.15,25.13,0.72,1.25
AMT,Real Estate,117.05480363694743,62.34,25.86,5.55,7.77
AWK,Utilities,121.90863273837178,20.59,243.76,1.91,3.09
AMP,Financials,128.77399651090846,10.98,6.71,1.9,1.42
ABC,Health Care,70.05253789792427,59.87,5.91,15.01,0.15
AME,Industrials,104.74838307660845,21.12,20.72,3.74,3.15
AMGN,Health Care,86.40147857859863,15.57,11.49,3.79,5.0
APH,Information Technology,130.86016411325204,20.65,18.16,4.67,2.83
ADI,Information Technology,122.12934774021855,24.31,22.48,3.29,4.93
ANSS,Information Technology,121.97347489064039,33.51,23.54,3.72,9.0
ANTM,Health Care,127.5591959796121,13.97,9.86,1.48,0.45
AON,Financials,113.75647983167225,17.84,13.69,3.88,2.63
AOS,Industrials,125.04697306380102,22.4,22.71,4.32,2.5
APA,Energy,75.57650025426923,0.0,0.0,1.58,2.17
AAPL,Information Technology,127.67038634175422,10.34,8.72,4.21,2.38
AMAT,Information Technology,264.72414306068646,13.84,20.05,2.36,1.98
APTV,Consumer Discretionary,93.08128669728299,13.49,15.89,6.93,1.29
ADM,Consumer Staples,88.84171387454327,10.39,33.27,1.03,0.29
ANET,Information Technology,231.35867411951216,46.89,25.52,6.73,6.63
AJG,Financials,125.30620630653596,17.82,10.73,1.74,1.16
AIZ,Financials,100.22956878186824,34.93,42.97,1.04,0.48
T,Communication Services,95.3761993015816,10.87,8.62,1.26,0.96
ATO,Utilities,108.9872539723444,17.91,0.0,1.75,1.61
ADSK,Information Technology,173.08555262928,0.0,28.54,7.18,5.02
ADP,Information Technology,110.68448485264,23.58,20.7,8.26,3.16
AZO,Consumer Discretionary,66.98330195224601,21.11,23.25,-13.34,2.44
AVB,Real Estate,78.7041043960477,28.31,0.0,2.17,11.26
AVY,Materials,145.99779171033884,19.44,16.15,5.34,0.89
BKR,Energy,77.86641488519452,0.0,0.0,0.75,0.99
BLL,Materials,80.87362397128229,35.05,20.53,7.87,1.23
BAC,Financials,138.2626081390527,11.14,6.04,0.62,1.83
BK,Financials,103.5156163264419,13.5,11.37,1.02,2.63
BAX,Health Care,132.40908785969913,20.65,23.11,2.23,1.99
BDX,Health Care,109.57605822711662,43.94,23.5,4.21,2.69
BRK.B,Financials,114.76042626192256,13.51,21.13,0.64,1.54
BBY,Consumer Discretionary,131.31580144922899,11.31,10.61,2.22,0.26
BIO,Health Care,131.5821062170103,36.02,54.89,1.63,2.02
BIIB,Health Care,86.24551468372688,18.41,19.93,6.58,6.13
BLK,Financials,121.07581138193918,15.24,18.33,1.73,4.48
BA,Industrials,165.7433296941381,17.42,12.95,13.51,0.94
BKNG,Consumer Discretionary,104.19379136854263,25.65,21.71,7.19,7.15
BWA,Consumer Discretionary,92.95367658821445,14.77,30.96,2.41,1.12
BXP,Real Estate,81.51979046761711,29.52,22.0,2.14,6.8
BSX,Health Care,102.76986986978172,0.0,55.71,3.93,3.32
BMY,Health Care,71.23331498144653,61.39,77.81,6.86,6.02
AVGO,Information Technology,169.019503435146,22.03,16.19,6.2,4.38
BR,Information Technology,133.82182960436566,20.58,18.89,6.19,2.17
BF.B,Consumer Staples,84.46637906925602,30.13,36.19,14.07,6.62
CHRW,Industrials,115.1807554477782,15.71,11.61,6.88,0.6
COG,Energy,124.85436818095694,0.0,0.0,3.43,5.08
CDNS,Information Technology,153.62508805765992,25.38,19.49,4.68,3.82
CPB,Consumer Staples,74.84679611388319,21.15,15.55,9.67,1.71
COF,Financials,110.02523137840858,9.31,3.75,0.73,1.45
CAH,Health Care,55.06527138425618,18.7,9.85,3.76,0.23
KMX,Consumer Discretionary,91.93435310463362,19.23,0.0,3.89,0.81
CCL,Consumer Discretionary,104.72419636727692,19.51,15.26,1.43,2.19
CTLT,Health Care,125.46418848149736,14.06,34.32,5.13,1.7
CAT,Industrials,190.19354521467798,16.92,8.34,2.28,0.75
CBOE,Financials,150.53916856802022,25.51,25.31,19.84,7.87
CBRE,Real Estate,95.74440208249115,21.35,22.7,4.19,1.07
CDW,Information Technology,129.18063171786454,16.89,36.39,6.09,0.53
CE,Materials,126.44121170486913,31.88,26.97,3.14,1.63
CNC,Health Care,117.16486384274423,22.77,15.94,3.65,0.36
CNP,Utilities,128.79795598480686,0.0,22.61,1.87,0.88
CERN,Health Care,85.62068977199775,38.11,50.17,5.19,4.69
CF,Materials,86.60959192631374,11.61,0.0,1.82,1.88
SCHW,Financials,121.36200696475964,30.0,41.83,3.04,6.42
CHTR,Communication Services,140.2650351379711,0.0,35.69,-447.57,1.9
CVX,Energy,115.55967190722794,29.21,0.0,0.88,0.97
CMG,Consumer Discretionary,46.045545277613016,31.8,35.48,6.94,3.36
CB,Financials,99.65372658101533,12.16,8.92,1.17,1.82
CHD,Consumer Staples,92.68014756596338,25.8,19.44,5.09,3.12
CI,Health Care,106.15499458839304,18.18,15.72,3.11,1.01
CINF,Financials,102.88062979203198,13.43,7.98,1.31,1.65
CTAS,Industrials,134.59233916644376,15.33,30.11,4.86,2.16
CSCO,Information Technology,96.9916064748237,13.1,10.75,2.06,2.53
C,Financials,112.56874481310726,8.55,3.73,0.61,1.57
CFG,Financials,127.21308857827667,14.29,10.61,0.59,2.27
CTXS,Information Technology,111.18592529808322,29.27,10.07,4.59,3.6
CLX,Consumer Staples,94.28309537501796,21.39,22.71,72.66,2.59
CME,Financials,135.48617988646262,20.57,18.03,1.24,7.69
CMS,Utilities,106.31891419523889,16.42,112.92,2.16,1.33
KO,Consumer Staples,87.1382976305111,21.83,19.93,6.12,3.63
CTSH,Information Technology,91.04049130547376,21.7,18.35,3.76,2.83
CL,Consumer Staples,90.51183835086537,39.01,23.64,-1194.97,3.35
CMCSA,Communication Services,112.19316352053963,15.82,11.94,2.32,1.74
CMA,Financials,164.0680921969238,12.27,8.66,0.83,2.3
CAG,Consumer Staples,93.45709604012865,0.0,9.66,3.49,1.48
COP,Energy,94.28428577899851,0.0,0.0,1.26,1.64
ED,Utilities,108.4475215814348,13.09,3899.16,1.1,1.24
STZ,Consumer Staples,121.02319842478084,25.97,40.8,3.97,4.67
COO,Health Care,120.62916218131534,36.75,50.61,2.75,4.16
CPRT,Industrials,153.1858724728282,21.3,25.6,4.28,4.13
GLW,Information Technology,140.1415970210701,16.56,13.66,0.96,2.34
COST,Consumer Staples,92.99925505163941,26.84,44.86,5.69,0.54
CCI,Real Estate,106.1815584365316,16.24,27.15,3.39,6.55
CSX,Industrials,168.81647374804203,11.94,24.73,1.99,2.01
CMI,Industrials,163.10269060647246,9.64,9.99,1.7,0.71
CVS,Health Care,59.20171491051921,18.26,15.37,2.51,0.62
DHI,Consumer Discretionary,124.79601848007408,14.58,13.55,1.83,1.02
DHR,Health Care,102.0832571894631,14.38,14.48,1.98,3.38
DRI,Consumer Discretionary,122.20978546092533,17.15,6.6,3.17,0.92
DVA,Health Care,79.23060373544982,56.67,17.35,2.88,1.51
DE,Industrials,136.98341473002432,12.16,5.72,3.28,0.82
DAL,Industrials,87.626632698227,8.18,7.44,3.31,0.91
XRAY,Health Care,83.58875521984143,33.38,19.66,3.52,3.13
DVN,Energy,100.97235694462043,0.0,0.0,1.1,0.89
DXCM,Health Care,53.567640767987456,0.0,416.37,30.25,16.21
FANG,Energy,144.25427314245943,0.0,730.36,2.02,8.88
DLR,Real Estate,123.51249298703972,39.41,9.98,2.05,4.95
DFS,Financials,114.41072683716551,9.27,5.65,1.78,2.09
DISCA,Communication Services,64.12456817314101,16.89,14.7,2.01,2.74
DISCK,Communication Services,64.16910357301423,15.96,13.89,1.9,2.59
DISH,Communication Services,63.838021908721274,35.52,15.41,9.66,1.74
DG,Consumer Discretionary,93.26385236752246,16.82,23.38,3.5,0.96
DLTR,Consumer Discretionary,106.51433965381783,53.24,83.99,3.71,1.14
D,Utilities,98.8920560754224,17.03,0.0,2.39,2.77
DPZ,Consumer Discretionary,132.5237370800426,30.58,24.43,-2.94,2.69
DOV,Industrials,131.9387451011951,8.17,8.76,1.89,1.02
DTE,Utilities,111.17665754979325,16.75,0.0,1.39,1.18
DUK,Utilities,97.99152493803446,14.1,0.0,0.99,1.77
DRE,Real Estate,108.18865005734524,9.88,3.89,1.89,7.77
EMN,Materials,110.42229635690212,10.29,8.94,2.14,0.9
ETN,Industrials,124.38244965065985,10.35,10.77,1.32,0.98
EBAY,Consumer Discretionary,104.97251483403278,18.66,9.55,4.81,3.79
