code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,119.13206084305274,11.6,11.53,2.9,1.78
ABT,Health Care,118.99256791425165,6.4,3.82,1.29,0.84
ABMD,Health Care,189.3135342402981,0.0,0.0,3.6,3.73
ACN,Information Technology,129.88662053019507,12.65,10.03,7.45,1.13
ATVI,Communication Services,101.75409807465059,36.46,10.92,1.31,3.17
ADBE,Information Technology,138.96141901593987,18.66,14.98,2.69,3.87
AMD,Information Technology,32.18854228745639,13.19,0.0,5.52,0.92
AAP,Consumer Discretionary,114.95283472055759,16.28,12.01,5.07,0.95
AES,Utilities,82.44029145722055,235.05,6.18,0.71,0.47
AFL,Financials,87.20029672396262,8.82,2.96,1.86,1.0
A,Health Care,101.00910624130674,13.04,13.49,2.47,1.5
APD,Materials,91.11198896545841,13.68,20.62,2.37,1.62
AKAM,Information Technology,68.22475060892135,52.28,42.59,4.03,8.75
ALK,Industrials,177.1623967220602,7.48,4.96,1.66,0.49
ALB,Materials,80.56457700135559,13.5,17.12,2.95,1.85
ARE,Real Estate,65.00981172608961,27.0,0.0,0.99,5.43
ALXN,Health Care,224.44700034580887,76.71,50.62,8.54,13.81
ALGN,Health Care,198.95704624419807,20.35,13.68,3.95,3.93
LNT,Utilities,107.72048428353875,9.93,18.83,0.91,0.87
ALL,Financials,125.42725199065063,15.12,4.0,0.73,0.45
GOOGL,Communication Services,128.37457054422737,22.64,27.27,4.14,6.56
MO,Consumer Staples,124.82003117802189,7.76,11.61,5.84,1.24
AMZN,Consumer Discretionary,150.73545020198753,71.15,32.62,11.83,2.4
AEE,Utilities,101.32543577367915,33.76,6.32,0.6,0.61
AAL,Industrials,171.533366363683,0.0,0.0,-0.8,0.15
AEP,Utilities,101.52185423665046,9.58,33.31,0.86,0.81
AXP,Financials,150.00187810985125,11.01,5.61,2.72,1.47
AIG,Financials,72.12062301377374,0.0,0.34,0.05,0.08
AMT,Real Estate,108.72816163048498,47.04,26.21,4.98,8.91
AWK,Utilities,123.90103312957433,12.99,367.18,0.85,1.37
AMP,Financials,145.4428697443142,10.55,6.92,0.99,1.25
ABC,Health Care,146.9509522022503,12.76,9.64,2.68,0.11
AME,Industrials,139.34906335495546,18.38,15.41,3.33,2.39
AMGN,Health Care,148.27011576997012,9.14,8.11,1.7,2.82
APH,Information Technology,116.82259814168448,17.22,26.98,3.64,2.4
ADI,Information Technology,108.53981803980967,11.17,9.05,2.43,2.88
ANSS,Information Technology,113.93903982103942,31.75,31.8,3.12,8.35
ANTM,Health Care,116.50894887490131,7.06,21.0,0.77,0.35
AON,Financials,128.47156202712029,30.89,20.31,1.64,1.39
AOS,Industrials,200.72907041526307,13.66,21.38,1.72,1.02
APA,Energy,50.131997204576685,11.87,20.07,1.58,2.93
AAPL,Information Technology,122.42502357408023,15.51,13.08,4.68,3.38
AMAT,Information Technology,106.62678595752001,14.45,8.78,1.78,1.43
ADM,Consumer Staples,104.98210042225568,9.78,0.0,0.91,0.28
AJG,Financials,123.27921259428057,13.08,11.1,2.11,1.21
AIZ,Financials,124.99726528179953,13.14,7.06,0.66,0.41
T,Communication Services,95.62034334256099,4.94,6.28,0.88,0.79
ATO,Utilities,111.31960194136951,11.47,17.21,0.93,0.48
ADSK,Information Technology,74.9907976705968,42.59,17.85,5.29,4.49
ADP,Information Technology,129.0970391226819,13.29,10.35,2.73,1.72
AZO,Consumer Discretionary,121.06615076798614,16.2,12.11,-13.98,1.66
AVB,Real Estate,78.26054996344384,39.2,87.68,2.12,8.19
AVY,Materials,88.4315744045527,11.38,9.57,2.15,0.57
BKR,Energy,68.09774685828161,16.73,0.0,1.01,0.9
BLL,Materials,106.32925009474205,12.19,21.61,3.24,0.76
BAC,Financials,80.41236643990499,0.0,1.41,0.52,0.87
BK,Financials,83.69668477499837,11.87,7.84,0.91,2.05
BAX,Health Care,101.08574858523582,6.53,6.64,1.95,1.06
BDX,Health Care,95.03547959559741,12.78,15.37,3.23,2.39
BRK.B,Financials,100.69203240910281,15.12,16.51,0.52,1.44
BBY,Consumer Discretionary,74.20232604702053,0.0,805.23,1.87,0.27
BIO,Health Care,80.98242054396016,15.76,21.09,1.88,1.52
BIIB,Health Care,283.69569035568156,15.61,10.85,2.73,3.37
BLK,Financials,124.15128441068953,13.86,11.96,0.73,3.27
BA,Industrials,152.38666520588794,11.72,20.41,13.37,0.6
BKNG,Consumer Discretionary,197.93751531157534,38.46,26.99,10.83,6.58
BWA,Consumer Discretionary,105.66790203654134,21.23,32.19,3.17,1.49
BXP,Real Estate,86.77769056278436,54.71,0.0,1.76,5.65
BSX,Health Care,108.031955203798,0.0,198.17,1.02,1.48
BMY,Health Care,155.1578753218434,10.72,8.15,2.08,1.7
AVGO,Information Technology,131.59331191601856,11.59,11.13,3.12,2.3
BR,Information Technology,133.4878990295068,15.74,10.84,3.02,1.13
BF.B,Consumer Staples,138.55816466468738,15.93,14.42,3.55,2.88
CHRW,Industrials,52.750595638719446,27.41,32.41,8.81,1.14
COG,Energy,280.33309035080447,35.24,0.0,1.96,4.29
CDNS,Information Technology,115.48128674280125,15.02,13.29,7.98,2.33
CPB,Consumer Staples,88.91630957876738,11.23,11.68,8.08,1.19
COF,Financials,125.27020435364544,6.09,2.14,0.63,0.87
CAH,Health Care,127.63521667384443,11.01,8.43,1.9,0.11
KMX,Consumer Discretionary,104.12313244377411,20.43,0.0,3.4,0.87
CCL,Consumer Discretionary,65.6544935622828,12.6,104.84,1.07,1.73
CAT,Industrials,70.42807862888021,17.04,11.79,4.15,1.07
CBRE,Real Estate,87.37143007698495,32.51,11.92,6.22,1.27
CE,Materials,93.41463203439058,14.72,0.0,5.89,0.93
CNC,Health Care,158.18011016286147,13.48,25.38,1.58,0.29
CNP,Utilities,113.06875976572597,9.75,0.0,1.39,0.48
CERN,Health Care,160.1278157080541,33.58,29.09,4.06,4.29
CF,Materials,120.32338567610907,21.64,7.28,1.7,1.73
SCHW,Financials,108.37994446184808,32.05,0.0,2.91,4.23
CHTR,Communication Services,238.94986691008188,0.0,5.55,2.73,0.57
CVX,Energy,102.60824470162547,6.42,10.41,1.16,0.6
CMG,Consumer Discretionary,170.4534327946322,37.71,38.35,8.15,3.68
CB,Financials,122.43293889031565,5.4,4.73,0.72,1.05
CHD,Consumer Staples,137.82633914478922,15.73,11.42,2.25,1.64
CI,Health Care,162.7736223584999,7.45,6.96,1.49,0.48
CINF,Financials,128.28655508512318,9.64,7.08,0.72,0.96
CTAS,Industrials,148.10584684649322,15.92,15.4,1.41,0.96
CSCO,Information Technology,71.25767430280384,12.58,10.84,2.13,2.38
C,Financials,75.17712701172393,11.95,3.45,0.73,1.11
CTXS,Information Technology,62.909392577120194,36.7,18.72,3.9,5.39
CLX,Consumer Staples,110.2293261503575,11.75,11.42,52.56,1.29
CME,Financials,96.05665725857399,14.69,11.66,0.7,4.65
CMS,Utilities,110.51474331760758,10.34,24.25,1.16,0.51
KO,Consumer Staples,92.98263655146908,9.55,15.1,3.53,3.2
CTSH,Information Technology,93.7499146720175,29.52,37.35,5.93,4.7
CL,Consumer Staples,118.83295569360774,14.67,11.95,11.11,2.09
CMCSA,Communication Services,170.98713007981814,14.14,8.27,1.14,1.36
