code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,121.6954364746171,11.73,13.5,2.82,1.74
ABT,Health Care,105.67276391787952,7.18,5.67,1.58,2.24
ABMD,Health Care,468.73032798084904,39.53,24.93,3.84,3.64
ACN,Information Technology,118.1605868868336,14.69,12.76,7.9,1.41
ATVI,Communication Services,262.69280108397714,9.94,8.73,0.98,2.29
ADBE,Information Technology,184.39976803151515,20.85,14.16,2.57,3.94
AMD,Information Technology,83.44521301847814,0.0,0.0,3.18,0.33
AAP,Consumer Discretionary,146.05041092568976,13.57,12.47,4.29,0.85
AES,Utilities,66.24467510467736,0.0,7.46,0.82,0.37
AFL,Financials,84.73052796608943,7.12,1.37,1.27,0.8
A,Health Care,104.3799288029066,7.38,8.21,1.61,1.24
APD,Materials,116.57818664427036,11.49,109.85,2.07,1.4
AKAM,Information Technology,89.77071064289173,36.2,24.06,3.1,5.41
ALK,Industrials,268.1379926208376,8.87,11.31,1.92,0.6
ALB,Materials,66.47913122226622,17.3,23.49,2.5,1.94
ARE,Real Estate,101.54179651623234,49.32,0.0,0.97,5.8
ALXN,Health Care,141.99412311709267,73.81,47.86,9.26,16.36
ALGN,Health Care,165.5859806691186,27.48,24.14,3.85,4.08
LNT,Utilities,110.54046413680791,11.56,0.0,1.11,1.2
ALL,Financials,114.24957364395767,7.39,6.16,0.81,0.51
GOOGL,Communication Services,153.01872583724483,21.95,17.67,3.26,5.11
MO,Consumer Staples,148.52250298465177,10.62,11.14,13.13,1.71
AMZN,Consumer Discretionary,188.00009286837488,0.0,287.69,13.9,1.87
AEE,Utilities,111.50042415781675,0.0,10.72,0.85,0.99
AAL,Industrials,221.8378121329555,0.0,0.0,-0.19,0.16
AEP,Utilities,107.27927085259321,12.19,21.86,1.01,1.03
AXP,Financials,87.62619273620822,13.14,9.63,2.98,1.73
AIG,Financials,125.85481772524841,20.16,13.79,0.45,0.73
AMT,Real Estate,91.95558509002556,41.69,31.47,7.15,9.25
AWK,Utilities,120.43604605114623,15.61,9.47,1.25,1.95
AMP,Financials,126.53053971817492,11.07,8.37,1.08,1.13
ABC,Health Care,175.12569049547642,13.04,20.57,3.71,0.12
AME,Industrials,101.37881526150974,18.91,15.66,3.42,2.6
AMGN,Health Care,139.1853599851052,12.85,10.73,2.81,3.23
