code,industry,stockratio,initialPE,initialFCF,initialPB,initialPS
MMM,Industrials,113.09700710068678,13.52,10.48,3.26,1.86
ABT,Health Care,95.12327779635235,5.71,5.29,1.41,1.06
ABMD,Health Care,184.7815973205408,0.0,0.0,2.97,3.86
ACN,Information Technology,123.84159106284302,13.89,9.53,7.09,1.15
ATVI,Communication Services,102.36203799446339,142.25,11.72,1.16,3.08
ADBE,Information Technology,97.64440452686894,47.41,18.65,3.75,6.31
AMD,Information Technology,24.11832624397398,53.78,939.81,10.02,1.2
AAP,Consumer Discretionary,167.31153476206427,13.9,7.25,2.86,0.69
AES,Utilities,66.90596488340893,10.38,0.0,0.77,0.53
AFL,Financials,96.57139599974552,10.98,2.67,1.95,0.9
A,Health Care,126.02125200755798,0.0,20.21,2.26,1.27
APD,Materials,92.96409190188473,15.09,60.5,2.34,1.49
AKAM,Information Technology,112.32149719480084,32.49,15.11,2.5,5.56
ALK,Industrials,257.76777491722225,9.14,0.0,1.27,0.33
ALB,Materials,110.93460630461117,15.69,10.93,2.23,1.4
ARE,Real Estate,67.1273290766227,16.53,0.0,0.86,3.62
ALXN,Health Care,328.4001885508529,15.11,56.28,6.31,11.43
ALGN,Health Care,193.43902481752514,0.0,18.38,4.87,3.89
LNT,Utilities,121.60585742681774,20.08,0.0,0.74,0.65
ALL,Financials,121.23547823217244,15.1,3.14,0.77,0.4
GOOGL,Communication Services,109.05029771251245,30.44,23.35,5.49,8.38
MO,Consumer Staples,148.146135374515,7.04,7.08,5.53,0.95
AMZN,Consumer Discretionary,178.841769655179,66.27,20.36,11.36,2.42
AEE,Utilities,96.02263248387891,6.52,21.59,0.54,0.55
AAL,Industrials,314.86448124301313,0.0,0.0,-0.43,0.07
AEP,Utilities,97.80487362322472,7.46,0.0,0.81,0.75
AXP,Financials,143.42650403288175,22.35,7.13,2.83,1.51
AIG,Financials,122.90811319516179,0.0,0.16,0.03,0.04
AMT,Real Estate,115.21463494664434,59.04,25.17,4.43,8.65
AWK,Utilities,128.7823675523401,0.0,0.0,0.74,1.24
AMP,Financials,194.21510892117763,10.39,0.0,0.78,0.97
ABC,Health Care,172.4612597667609,11.96,7.45,2.27,0.09
AME,Industrials,191.30854119744077,16.24,11.58,2.45,1.83
AMGN,Health Care,127.59315918455974,10.0,7.93,1.98,3.15
APH,Information Technology,118.57763504803256,23.19,14.13,4.17,2.61
ADI,Information Technology,130.15451058450637,22.64,14.98,2.22,2.79
ANSS,Information Technology,121.04262144425452,34.22,24.12,2.97,7.71
ANTM,Health Care,100.76607086561431,4.97,9.03,0.9,0.37
AON,Financials,138.73594861529347,13.02,27.27,1.65,1.3
AOS,Industrials,236.83203252205556,12.97,5.16,1.44,0.38
APA,Energy,51.676053075013904,0.0,48.99,1.85,3.39
AAPL,Information Technology,166.17847621159024,20.96,15.35,4.6,3.54
AMAT,Information Technology,97.83086330645932,0.0,155.28,1.85,2.6
ADM,Consumer Staples,91.2825318455111,14.0,32.37,1.01,0.33
AJG,Financials,148.24066020331074,12.44,8.52,1.83,0.92
AIZ,Financials,147.5551234254324,6.42,12.81,0.56,0.32
T,Communication Services,94.64884705018196,7.01,4.93,0.86,0.72
ATO,Utilities,109.89261238218103,9.25,5.54,0.86,0.43
ADSK,Information Technology,96.55220023676169,0.0,36.4,4.0,3.29
ADP,Information Technology,127.76987511973705,10.66,10.08,2.5,1.65
AZO,Consumer Discretionary,188.320364046347,11.92,10.75,-15.12,1.17
AVB,Real Estate,98.57137109279601,29.88,0.0,1.54,5.58
AVY,Materials,93.14912224808545,28.83,6.41,2.18,0.5
BKR,Energy,86.365542905054,17.2,23.03,1.0,0.75
BLL,Materials,124.95936114581738,11.56,11.13,2.8,0.67
BAC,Financials,63.29987499136427,0.0,0.8,0.49,0.64
BK,Financials,81.18643879532567,0.0,7.72,0.93,3.15
BAX,Health Care,79.27418475033522,7.16,8.36,2.09,1.26
BDX,Health Care,92.17754328706738,12.91,15.18,2.92,2.24
BRK.B,Financials,108.83089322574419,18.99,14.03,0.36,1.36
BBY,Consumer Discretionary,66.574367493343,0.0,63.66,2.13,0.28
BIO,Health Care,77.30683737091647,18.55,10.39,2.08,1.5
BIIB,Health Care,315.2638107242082,14.76,15.7,2.27,3.27
BLK,Financials,92.51222018027656,28.54,18.2,0.44,5.02
BA,Industrials,166.9733829497711,23.53,6.76,13.75,0.44
BKNG,Consumer Discretionary,321.06623863025436,22.11,21.87,7.53,4.56
BWA,Consumer Discretionary,204.0471255114138,130.07,19.54,1.57,0.88
BXP,Real Estate,101.26632115943023,27.08,35.71,1.3,4.03
BSX,Health Care,80.57002826473875,0.0,25.7,1.11,1.66
BMY,Health Care,149.58627781502227,3.3,8.97,2.04,1.86
BR,Information Technology,118.16025527054673,11.39,9.19,2.81,1.17
BF.B,Consumer Staples,156.39664166192864,12.07,10.45,2.98,2.37
CHRW,Industrials,65.15576583017537,21.52,22.67,7.09,1.03
COG,Energy,216.60427670080153,28.08,50.98,2.31,4.74
CDNS,Information Technology,141.19936675441784,0.0,0.0,14.85,1.81
CPB,Consumer Staples,92.884391985734,10.31,10.6,8.15,1.06
COF,Financials,123.9471908863875,48.94,7.69,0.56,0.87
CAH,Health Care,137.43627179194974,11.25,4.98,1.68,0.09
KMX,Consumer Discretionary,152.78990209211327,18.07,0.0,2.4,0.62
CCL,Consumer Discretionary,75.9205013068387,10.7,0.0,0.85,1.43
CAT,Industrials,105.28751121708476,29.68,4.97,2.96,0.8
CBRE,Real Estate,116.9196370717415,169.63,20.49,5.57,0.89
CE,Materials,106.82115667345377,8.91,10.16,6.69,0.82
CNC,Health Care,168.09444796794634,11.2,5.68,1.48,0.23
CNP,Utilities,114.64107751719892,9.04,4.94,1.35,0.4
CERN,Health Care,163.1780593055837,35.34,49.1,4.19,4.05
CF,Materials,159.58144419557644,9.55,7.66,1.97,1.34
SCHW,Financials,88.6248720118426,24.02,14.61,3.74,4.52
CVX,Energy,111.84789476983583,9.45,0.0,1.07,0.58
CMG,Consumer Discretionary,364.5758439220208,22.32,19.73,3.95,1.87
CB,Financials,137.24930440595656,5.15,3.93,0.66,0.87
CHD,Consumer Staples,140.93589132104262,15.0,12.38,2.25,1.45
CI,Health Care,150.17237027633638,7.43,22.05,1.77,0.52
CINF,Financials,145.0679033637654,6.59,5.89,0.59,0.73
CTAS,Industrials,129.70428082823497,19.28,6.78,1.44,1.01
CSCO,Information Technology,63.33095572277537,17.42,12.65,2.45,2.87
C,Financials,95.26179848744866,0.0,0.0,0.54,0.2
CTXS,Information Technology,91.72086622117833,31.42,14.68,2.7,3.7
CLX,Consumer Staples,104.74969193830724,10.62,10.26,229.57,1.22
CME,Financials,82.82934269260261,17.43,15.56,0.75,5.51
CMS,Utilities,121.16137564093425,11.27,84.87,0.83,0.41
KO,Consumer Staples,98.1132214732121,13.83,14.98,3.68,3.04
CTSH,Information Technology,134.36969753600616,24.45,21.88,4.85,3.96
CL,Consumer Staples,105.70143948297857,14.45,12.16,9.56,2.16
CMCSA,Communication Services,201.85318180708927,10.88,7.66,0.91,1.11
CMA,Financials,102.48002595463275,0.0,202.15,0.5,1.09
CAG,Consumer Staples,103.13657274128852,7.27,5.88,1.12,0.47
COP,Energy,127.85244344957276,8.22,13.82,0.65,0.26
ED,Utilities,87.79785704684903,9.11,75.05,0.71,0.61
STZ,Consumer Staples,248.24683433765853,0.0,12.4,1.31,1.12
COO,Health Care,279.38064103396545,12.6,9.8,0.82,1.17
